table_no,record_name,title,year,author_st,taxonomic_group_st,issue,latin_family_name,latin_name,copyright
2705,floradanica_2705.tif,Agropyrum strictum (Dethard.) Rchb. 181),1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Poaceae,Elytrigia junceiforme x Leymus arenarius,free
2706,floradanica_2706.tif,Festuca brevifolia R. Br.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Poaceae,Festuca brachyphylla Schult. & Schult.,free
2707,floradanica_2707.tif,Plantago borealis Lge.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Plantaginaceae,Plantago maritima L.,free
2708,floradanica_2708.tif,Primula variabilis Goup. 182),1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Primulaceae,Primula elatior x vulgaris,free
2709,floradanica_2709.tif,Viola uliginosa Bess.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Violaceae,Viola uliginosa Besser,free
2710,floradanica_2710.tif,"Viola Mühlenbergiana (Ging.)  [beta], minor Hook.",1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Violaceae,Viola labradorica Schrank,free
2711,floradanica_2711.tif,Campanula rotundifolia v. arctica Lge.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Campanulaceae,Campanula gieseckiana Vest in Roemer & Schultes var. ?,free
2712,floradanica_2712.tif,Atriplex Babingtonii Woods.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Chenopodiaceae,Atriplex glabriuscula Edmonston,free
2713,floradanica_2713.tif,Atriplex Babingtonii var. virescens Lge.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Chenopodiaceae,Atriplex glabriuscula Edmonston,free
2714,floradanica_2714.tif,Atriplex longipes Drej. 183),1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Chenopodiaceae,Atriplex longipes Drejer,free
2715,floradanica_2715.tif,Drosera longifolia var. obovata Koch.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Droceraceae,Drosera anglica Hudson,free
2716,floradanica_2716.tif,Allium Kochii Lge.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Liliaceae,Allium vineale L. var. purpureum H. P. G. Koch,free
2717,floradanica_2717.tif,Sorbus americana Pursh.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Rosaeae,Sorbus groenlandica (Schneid.) Löve & Löve,free
2718,floradanica_2718.tif,Rosa dumetorum Lge.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Rosaceae,Rosa sp.,free
2719,floradanica_2719.tif,Rosa tomentosa Sm.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Rosaceae,Rosa tomentosa Sm.,free
2720,floradanica_2720.tif,Rubus arrhenii Lge. 185),1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Rosaceae,Rubus sp.,free
2721,floradanica_2721.tif,Rubus vestitus Whe. et N. E.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Rosaceae,Rubus sp.,free
2722,floradanica_2722.tif,Tilia grandifolia Ehrh.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Tiliaceae,Tilia platyphyllos L.,free
2723,floradanica_2723.tif,Anemone ranunculoidi × nemorosa Kze.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Ranunculaceae,Anemone nemorosa x ranunculoides,free
2724,floradanica_2724.tif,Euphrasia gracilis Fr.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Scrophulariaceae,Euphrasia micrantha Reichenb.,free
2725,floradanica_2725.tif,Orobanche Cirsii Fr.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Orobanchaceae,Orobanche reticulata Wallr.,free
2726,floradanica_2726.tif,Camelia silvestris Wallr.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Brassicaceae,Camelina microcarpa Andrz.,free
2727,floradanica_2727.tif,Barbarea stricta Fr.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Brassicaceae,Barbarea stricta Andrz.,free
2728,floradanica_2728.tif,Anthyllis vulneraria v. maritima Koch.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Fabaceae,Anthyllis vulneraria L. ssp. maritima (Schweigger) Corb.,free
2729,floradanica_2729.tif,Anthyllis vulneraria var. rubriflora DC.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Fabaceae,Anthyllis vulneraria L. s.l.,free
2730,floradanica_2730.tif,Hieracium cymosum L.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Asteraceae,Hieracium Stiptolepidea (gruppe),free
2731,floradanica_2731.tif,Hieracium atratum Fr. 186),1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Asteraceae,Hieracium sp.,free
2732,floradanica_2732.tif,Hieracium anfractum Fr.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Asteraceae,Hieracium vulgatum Fries,free
2733,floradanica_2733.tif,"Hieracium boreale [alfa], latifolium Fr.",1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Asteraceae,Hieracium sp.,free
2734,floradanica_2734.tif,"Hieracium boreale [beta], angustifolium Fr.",1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Asteraceae,Hieracium sp.,free
2735,floradanica_2735.tif,"Hieracium umbellatum [beta], filifolium Fr.",1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Asteraceae,Hieracium umbellatum L.,free
2736,floradanica_2736.tif,Centaurea decipiens Thuill.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Asteraceae,Centaurea decipiens  Thuill.,free
2737,floradanica_2737.tif,Orchis sambucina L. f. incarnata.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Orchidaceae,Dactylorhiza sambucina (L.) Soó,free
2738,floradanica_2738.tif,Alnus ovata (Schrank) v. repens (Wormskj.),1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Betulaceae,Alnus crispa (Ait.) Pursh,free
2739,floradanica_2739.tif,Juniperus alpina Clus. (Juniperus nana Willd.).,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Cupressaceae,Juniperus communis L.  ssp. alpina (Neilr.) Celak.,free
2740,floradanica_2740.tif,Lastraea Filix mas (L.) Presl.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Dryopteridaceae,Dryopteris filix-mas (L.) Schott,free
2741,floradanica_2741.tif,Lastraea Filix var. erosa Doell.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Dryopteridaceae,Dryopteris filix-mas (L.) Schott,free
2742,floradanica_2742.tif,Isoëtes lacustris L. (D. R.). / Isoëtes lacustris L. var.falcata Lge.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Isoëtaceae,Isoetes lacustris L.,free
2743,floradanica_2743.tif,Isoëtes echinospora D. R.,1867,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,Isoëtaceae,Isoetes echinospora Durieu,free
2744,floradanica_2744.tif,Nitella intricata (Trentep.) A. Br.,1867,Johan Lange,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2745,floradanica_2745.tif,Chara alopecuroides Del. var. Wallrothii A. Br.,1867,Johan Lange,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2746,floradanica_2746.tif,Chara polyachanta A. Br.,1867,Johan Lange,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2747,floradanica_2747.tif,Chara crinita Wallr.,1867,Johan Lange,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2748,floradanica_2748.tif,Hypnum sarmentosum var. fuscescens J. Vahl. / Hypnum sarmentosum Wahlenb.,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2749,floradanica_2749.tif,Hypnum hamulosum Lge.,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,Drepanium callichroum (Brid.).,free
2750,floradanica_2750.tif,Isothecium myosuroides (L.) Brid.,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2751,floradanica_2751.tif,Fontinalis dalecarlica Br. et Sch. / Fontinalis dalecarlica var. curvata Lindb.,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2752,floradanica_2752.tif,Buxbaumia aphylla Hall. / Buxbaumia indusiata Brid.,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,Buxbaumia viridia (Moug.) Lindb. 188),free
2753,floradanica_2753.tif,Sphagnum rubellum Wils.,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2754,floradanica_2754.tif,Sphagnum subsecundum N. E: et Hsch. / Sphagnum sedoides Brid. (sterile).,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2755,floradanica_2755.tif,Sphagnum tenellum Pers. (Spaghnum molluscum Br. et Sch.).,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2756,floradanica_2756.tif,Moerchia hibernica (Hook.) var. Wilsoniana Gottsche / Scapania nemorosa N. E. / Scapania nemorosa var. purpurea (Sm.).,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,"Pallavichinia hibernica [beta], Flotowii (N. E.) Lindb.",free
2757,floradanica_2757.tif,Jungermannia Schraderi Mart. / Jungermannia alpestris Schleich.,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2758,floradanica_2758.tif,Jungermannia islandica N. E.,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,Trigonanthus islandicus (N. E.) Ångstr.,free
2759,floradanica_2759.tif,Jungermannia Francisci Hook. / Jungermannia setacea Web.,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,Trigonanthus Francisci (Hook.) Spruc.,free
2760,floradanica_2760.tif,Madotheca laevigata (Schrad.) Dmrt.,1867,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 46,,,free
2761,floradanica_2761.tif,Festuca elongata Ehrh. (Festuca loliacea Curt.),1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Poaceae,XFestulolium loliaceum  (Hudson) P. Fourn.,free
2762,floradanica_2762.tif,"Brachypodium gracile P. B. [beta], majus Lge.",1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Poaceae,Brachypodium sylvaticum (Hudson) Beauv.,free
2763,floradanica_2763.tif,"Dactylis glomerata [beta], lobata Drej.",1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Poaceae,Dactylis glomerata L. ssp. lobata Drejer,free
2764,floradanica_2764.tif,Galium palustre L.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Rubiaceae,Galium palustre L.  ssp. palustre,free
2765,floradanica_2765.tif,Galium palusttre L. * elongatum (Presl.).,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Rubiaceae,Galium palustre L. ssp. elongatum (C. Presl.) Lange,free
2766,floradanica_2766.tif,Myosotis arvensis Roth.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Boraginaceae,Myosotis arvensis (L.) Hill,free
2767,floradanica_2767.tif,Primula Thomasinii Gren. et Godr.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Primulaceae,Primula elatior x veris,free
2768,floradanica_2768.tif,Chenopodium ficifolium Sm.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Chenopodiaceae,Chenopodium ficifolium Sm.,free
2769,floradanica_2769.tif,Armeria sibirica Turcz.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Plumbaginaceae,Armeria maritima (Miller) Willd. ssp. sibirica (Turcz. ex Boiss.) Nyman,free
2770,floradanica_2770.tif,Juncus balticus Willd.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Juncaceae,Juncus balticus Willd.,free
2771,floradanica_2771.tif,"Juncus atricapillus Drej. [beta], sparsiflorus Lge. / Juncus atricapillus Drej. [alfa], congestus Lge.",1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Juncaceae,Juncus anceps Laharpe,free
2772,floradanica_2772.tif,Polygonum Raji Bab.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Polygonaceae,Polygonum raii Bab.,free
2773,floradanica_2773.tif,Elatine hexandra DC.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Elatinaceae,Elatine hexandra (Lapierre) DC.,free
2774,floradanica_2774.tif,Spergula maxima Whe.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Caryophyllaceae,Spergula arvensis L. ssp. maxima (Weihe) O. Schwarz,free
2775,floradanica_2775.tif,Sorbus scandica Fr.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Rosaceae,Sorbus intermedia (Ehrh.) Pers.,free
2776,floradanica_2776.tif,Batrachium marinum Fr.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Ranunculaceae,Ranunculus baudotii Godron,free
2777,floradanica_2777.tif,Batrachium confervoides Fr.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Ranunculaceae,Ranunculus confervoides Fries,free
2778,floradanica_2778.tif,Armoracia rusticana Fl. Wett.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Brassicaceae,"Armoracia rusticana P. Gaertner, B. Meyer & Scherb.",free
2779,floradanica_2779.tif,Brassica campestris L.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Brassicaceae,Brassica rapa L. ssp. sylvestris (L.) Janchen,free
2780,floradanica_2780.tif,Ononis campestris Koch et Ziz.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Fabaceae,Ononis campestris,free
2781,floradanica_2781.tif,Melilotus arvensis Wallr.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Fabaceae,Melilotus officinalis (L.) Pallas,free
2782,floradanica_2782.tif,Trifolium pratense L. var. parviflora Bab.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Fabaceae,Trifolium pratense L.,free
2783,floradanica_2783.tif,Trifolium alpestre L.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Fabaceae,Trifolium alpestre L.,free
2784,floradanica_2784.tif,Trifolium filiforme L.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Fabaceae,Trifolium micranthum Viv.,free
2785,floradanica_2785.tif,Sonchus arvensis L. / Sonchus arvensis var. laevipes Koch.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Asteraceae,Sonchus arvensis L.,free
2786,floradanica_2786.tif,Antennaria alpina (L.) Gärtn. / Antennaria alpina var. glabrata J. Vahl.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Asteraceae,Antennaria alpina (L.) Gaertn. var. alpina,free
2787,floradanica_2787.tif,Filago germanica L. (Filago canescens Jord.).,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Asteraceae,Filago vulgaris Lam.,free
2788,floradanica_2788.tif,Bidens platycephala Ørst. 190),1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Asteraceae,Bidens radiata Thuill.,free
2789,floradanica_2789.tif,Bidens tripartita L. / Bidens cernua L.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Scrophulariaceae,Bidens tripartita L.,free
2790,floradanica_2790.tif,Pinus silvestris L.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Pinaceae,Pinus sylvestris L.,free
2791,floradanica_2791.tif,Zannichellia macrostemon Gay.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Zannichelliaceae,Zannichellia palustris L. ssp. repens (Boenningh.) Koch,free
2792,floradanica_2792.tif,Sparganium hyperboreum Laest.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Sparganiaceae,Sparganium hyperboreum Laest. ex Beurl.,free
2793,floradanica_2793.tif,Carex paniculata L. var. pallida Lge. 192),1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Cyperaceae,Carex paniculata L.,free
2794,floradanica_2794.tif,Carex Oederi Ehr. var. oedocarpa And.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Cyperaceae,Carex demissa Hornem.,free
2795,floradanica_2795.tif,Scolopendrium officinarum Sw.,1869,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,Aspleniaceae,Asplenium scolopendrium L.,free
2796,floradanica_2796.tif,Chara fragilis Desv. var. pulchella. / Chara fragilis var. Hedwigii.,1869,Johan Lange,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2797,floradanica_2797.tif,Chara fragilis var tenuifolia A. Br. / Chara fragilis var. capillacea Wallm.,1869,Johan Lange,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2798,floradanica_2798.tif,Chara fragilis var. bulbifera A. Br. / Chara fragilis var. annulata Wallm.,1869,Johan Lange,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2799,floradanica_2799.tif,Nitela flexilis var. subcapitata A. Br.,1869,Johan Lange,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2800,floradanica_2800.tif,Nitella (Tolypella) glomerata (Desv.) Kütz.,1869,Johan Lange,Alger,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2801,floradanica_2801.tif,Hypnum giganteum Schimp.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2802,floradanica_2802.tif,Hypnum Lindbergii Mitt.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,Drepanum viride (Lindb.). 193),free
2803,floradanica_2803.tif,Hypnum rugosum Ehrh. / Hypnum rugosum Ehrh. var. boreale Lge.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,Hylocomium rugosum (Ehrh.) de Ntrs.,free
2804,floradanica_2804.tif,Brachythecium rutabulum (L.) Br. et Sch.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2805,floradanica_2805.tif,Brachythecium salebrosum (Hffm.) Schimp.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2806,floradanica_2806.tif,Brachythecium glareosum Br. et Sch. / Brachythecium plumosum Schimp.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2807,floradanica_2807.tif,Fontinalis hypnoides Hartm.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2808,floradanica_2808.tif,Mnium serratum Brid.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,Mnium marginatum P. B.,free
2809,floradanica_2809.tif,Barbula laevipila Brid. / Barbula danica M. T. Lge.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,Tortula laevipila Schwägr.,free
2810,floradanica_2810.tif,Dicranella Schreberi (Hedw.) Schimp.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,Dicranella crispa (Schreb.) Lindb. 162),free
2811,floradanica_2811.tif,Alicularia scalaris Cord. (Nardia Lindb.). / Lejeunia calcarea Lib.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,Lejeunia echinata (Hook.) Tayl. 194),free
2812,floradanica_2812.tif,Sarcoscyphus Funckii (W. et M.) N. E. (Nardia Carringt.). / Sarcoscyphus sphacelatus N. E. (Nardia Carringt.).,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2813,floradanica_2813.tif,Jungermannia riparia Tayl. / Jungermannia tricophylla L.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,Blepharostoma trichophyllum (L.) Dmrt.,free
2814,floradanica_2814.tif,Jungermannia barbata var. attenuata N. E. / Jungermannia barbata var. quinquedentata N. E.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,Jungermannia attenuata (Mart.) Lindenb.,free
2815,floradanica_2815.tif,Madotheca rivularis N. E. / Aneura palmata var. major N. E.,1869,Johan Lange,Mosser,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2816,floradanica_2816.tif,Cetraria islandica (L.) var. Delisei Schär. / Cetraria islandica (L.) var. platyna (Ach.).,1869,Johan Lange,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,Cetraria hiascens Th. Fr.,free
2817,floradanica_2817.tif,Cladonia cariosas (Ach.) Flk. / Cladonia delicata (Ehrh.) Flk.,1869,Johan Lange,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2818,floradanica_2818.tif,Cladonia papillaris (Ehrh.) Hffm. / Cladonia verticillata (Hffm.) Flk.,1869,Johan Lange,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2819,floradanica_2819.tif,Stereocaulon denudatum Flk. / Stereocaulon condensatum Hffm.,1869,Johan Lange,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2820,floradanica_2820.tif,Rhexophiale coronata Th. Fr. / Bactrospora dryina (Ach.) Mass.,1869,Johan Lange,Laver,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 47,,,free
2821,floradanica_2821.tif,Montia minor Gmel.,1871,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 48,Portulacaceae,Montia fontana L. ssp. chondrosperma (Fenzl) Walters,free
2822,floradanica_2822.tif,Calamagrostis Langsdorffii Trin. 207),1871,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 48,Poaceae,Calamagrostis purpurea (Trin.) Trin.  ssp. langsdorfii (Link.)  Tzvelev,free
2823,floradanica_2823.tif,Glyceria maritima (Gort.) Wahllb. / Glyceria maritima var. anomala Lge.,1871,Johan Lange,Karplanter,Digitale Samlinger: Billeder:Særudgivelser:Flora Danica:Hæfte:Hft. 48,Poaceae,Puccinellia maritima (Hudson) Parl.,free
